bill_num,title,bill_summary,index_headings,veto,session,last_action,passed_house,passed_senate,passed
sb136,AN ACT relating to in-state tuition for Kentucky National Guard members.,Amend KRS 164.2844 to require any active member of the Kentucky National Guard to be treated as a Kentucky resident for tuition purposes when enrolling in a Kentucky public postsecondary institution.,"Education, Finance - Kentucky National Guard members, residency treatment for tuition purposes Education, Higher - Kentucky National Guard members, residency treatment for tuition purposes Military Affairs and Civil Defense - Kentucky National Guard members, residency treatment for tuition purposes Universities and Colleges - Kentucky National Guard members, residency treatment for tuition purposes Fiscal Note - Kentucky National Guard members, residency treatment for tuition purposes",0,2017 General Assembly,"signed by Governor (Acts, ch. 128)",1,1,1
sb137,AN ACT relating to absentee ballots for voters.,Amend KRS 117.075 and 117.085 to allow qualified voters of advanced age or with a disability or illness the means to vote by using a mail-in absentee ballot or by in-person absentee voting; make technical corrections.,"County Clerks - Absentee voting, mail-in and in-person, persons with disabilities, process for Disabilities and the Disabled - Absentee voting, mail-in and in-person, process for Elections and Voting - Absentee, mail-in and in-person, persons with disabilities, process for Secretary of State - Absentee voting, mail-in and in-person, persons with disabilities, process for",0,2017 General Assembly,to State & Local Government (S),0,0,0
sb138,AN ACT relating to Bible literacy courses in the public schools.,"Create a new section of KRS Chapter 156 to require the Kentucky Board of Education to promulgate administrative regulations to establish an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible; require that the course provide to students knowledge of biblical content, characters, poetry, and narratives that are prerequisites to understanding contemporary society and culture, including literature, art, music, mores, oratory, and public policy; permit students to use various translations of the Bible for the course; amend KRS 158.197 to permit a school council to offer an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible.","Education, Elementary and Secondary - Bible literacy courses, creation of Religion - Bible literacy courses, Kentucky Board of Education, creation of Teachers - Bible literacy courses, Kentucky Board of Education, creation of Administrative Regulations and Proceedings - Bible literacy courses, Kentucky Board of Education promulgation regarding",0,2017 General Assembly,recommitted to Education (S),0,0,0
sb139,AN ACT relating to livestock.,"Amend KRS 100.111, 132.010, 148.001, 150.010, 151.100, 154.1-010, 176.051, 186.010, 189.222, 211.015, 217.544, 217B.040, 224.71-100, 247.010, 249.350, 253.010, 253.070, 253.130, 253.990, 256.010, 256.030, 256.080, 256.090, 261.200, 262.910, 281.605, 433.255, and 446.010 to define the term ""livestock""; amend KRS 186.675 and 224.71-110 to conform.","Economic Development - Livestock, definition of Fish and Wildlife - Livestock, definition of Forests and Forestry - Livestock, definition of Hazardous Materials - Livestock, definition of Land Use - Livestock, definition of Motor Carriers - Livestock, definition of Parks and Shrines - Livestock, definition of Planning and Zoning - Livestock, definition of Statutes - Livestock, definition of Taxation, Property - Livestock, definition of Water Supply - Livestock, definition of Agriculture - Livestock, definition of Animals, Livestock, and Poultry - Livestock, definition of Hunting and Fishing - Livestock, definition of",0,2017 General Assembly,"signed by Governor (Acts, ch. 129)",1,1,1
sb140,AN ACT relating to reorganization of the Kentucky State Fair Board.,Amend KRS 247.090 to expand the membership of the State Fair Board to include the secretary of the Finance and Administration Cabinet or his or her designee; confirm Executive Order 2016-730.,"Fairs - Reorganization, State Fair Board, Executive Order 2016-730 Reorganization - State Fair Board, Executive Order 2016-730 State Agencies - Reorganization, State Fair Board, Executive Order 2016-730 Agriculture - Reorganization, State Fair Board, Executive Order 2016-730 Boards and Commissions - Reorganization, State Fair Board, Executive Order 2016-730",0,2017 General Assembly,"signed by Governor (Acts, ch. 9)",1,1,1
sb141,AN ACT relating to commercial driver's licenses.,"Amend KRS 281A.010 to define ""human trafficking""; amend KRS 281A.120 to require a person applying for a commercial driver's license to complete training related to identifying and reporting human trafficking; amend KRS 281A.130 to conform; amend KRS 281A.170 to require commercial driver's licenses to be issued with a wallet card that outlines the signs of human trafficking and how to report it, and includes the National Human Trafficking Hotline number; amend KRS 281A.190 to require a commercial driver's license holder to be disqualified from driving a commercial motor vehicle for one year if convicted of failing to report suspected human trafficking; provide that a commercial driver's license holder who uses a commercial motor vehicle in the commission of any crime involving human trafficking shall be disqualified from driving a commercial motor vehicle for life; amend KRS 281A.320 and 281.755 to conform.","Crimes and Punishments - Commercial driver's license, commercial vehicle used in human trafficking, disqualification for Motor Carriers - Commercial driver's license, commercial vehicle used in human trafficking, disqualification for Motor Carriers - Commercial driver's license, human trafficking,  failure to report, disqualification for Motor Carriers - Commercial driver's license, human trafficking wallet card, issued with Transportation - Commercial driver's license, commercial vehicle used in human trafficking, disqualification for Transportation - Commercial driver's license, human trafficking,  failure to report, disqualification for Transportation - Commercial driver's license, human trafficking training and wallet card",0,2017 General Assembly,to Transportation (S),0,0,0
sb142,AN ACT relating to survivor protection.,"Repeal and reenact KRS 14.260 as a new section in KRS Chapter 196  to require the director of the Division of Parole and Victim Services to operate the address protection program; allow a sworn statement to be used to prove eligibility for the program; require the program to issue a document to a participant to prove the individual's county of residence; repeal and reenact KRS 14.300 as a new section of KRS Chapter 196; repeal  and reenact KRS 14.302 as a new section of KRS Chapter 196 to require the director of the Division of Parole and Victim Services to create a crime victim address protection program; repeal and reenact KRS 14.304 as a new section of KRS Chapter 196 to allow an individual participating in the address protrection program to vote; repeal and reenact KRS 14.306, 14.308, 14.310, 14.312, 14.314, 14.316, and 14.318 as new sections of KRS Chapter 196; amend KRS 23A.208 and 24A.178 to allow an administrative fee for a crime found to have an underlying factual basis of domestic violence or abuse; amend KRS 186.412 to require a circuit clerk to accept a participant's verified substitute address for an operator's license application; amend 209A.030 to define ""application assistant"" and exempt that individual from certain reporting requirements; clarify that an application assistant shall continue to report instances of abuse and neglect of vulnerable adults and children.","County Clerks - Address protection program participant, acceptance of substitute address Courts, Circuit - Address protection program, administrative fee Courts, District - Address protection program, administrative fee Crime Victims - Address confidentiality program, expansion of Crimes and Punishments - Address protection program, administrative fee Domestic Relations - Address confidentiality program, expansion of Transportation - Address protection program participant, acceptance of substitute address Women - Address confidentiality program, expansion of Public Safety - Address confidentiality program, expansion of Attorneys - Address confidentiality program, expansion of Circuit Clerks - Address protection program participant, acceptance of substitute address",0,2017 General Assembly,to Judiciary (S),0,0,0
sb183,AN ACT relating to reorganization.,"Confirm Executive Order 2016-832, relating to the reorganization of the Public Service Commission, which is administratively attached to the Energy and Environment Cabinet.","Energy - Reorganization, Public Service Commission, Executive Order 2016-832 Public Utilities - Reorganization, Public Service Commission, Executive Order 2016-832 Reorganization - Public Service Commission, Executive Order 2016-832",0,2017 General Assembly,"signed by Governor (Acts, ch. 56)",1,1,1
sb143,AN ACT relating to candidates for statewide office.,Create a new section of KRS Chapter 121 to require candidates for statewide office to file three years of income tax returns with the Registry of Election Finance; require the registry to promulgate administrative regulations to provide a release form; require the registry to place the income tax returns on its Web site; prohibit any candidate from appearing on a ballot if a candidate fails to file his or her income tax returns with the board; amend KRS 118.125 to require that the statewide candidate's federal income tax be filed with the Registry of Election Finance before the Secretary of State or county clerk may place the candidate's name on the ballot.,"Elections and Voting - Registry of Election Finance, statewide candidate's tax returns, privacy designation of Elections and Voting - Statewide office, candidates for, income tax filing requirements for State Agencies - Registry of Election Finance, tax returns filed with, statewide candidates Taxation, Income--Individual - Statewide office, candidates for, income tax filing requirement Administrative Regulations and Proceedings - Registry of Election Finance, statewide office candidate tax returns, release forms for Local Mandate - Statewide office, candidates for, income tax filing requirement",0,2017 General Assembly,to State & Local Government (S),0,0,0
sb144,NA,NA,NA,0,2017 General Assembly,NA,0,0,NA
sb145,AN ACT relating to elections.,Amend KRS 242.060 to require the group primarily responsible for the circulation and filing of a petition to hold a local option election shall pay actual election costs as determined by the county judge/executive.,"Local Mandate - Local option election costs, payment by those who circulated the petition County Judges/Executive - Local option elections costs, payment by those who circulated the petition Elections and Voting - Local option elections costs, payment by those who circulated the petition Alcoholic Beverages - Local option elections costs, payment by those who circulated the petition",0,2017 General Assembly,"floor amendments (7), (8) and (9) filed",0,1,0
sb146,AN ACT relating to the licensure of genetic counselors.,"Create new sections of KRS Chapter 311 to establish and administer the licensure of genetic counselors under the State Board of Medical Licensure; define relevant terms; require a license to practice genetic counseling on and after January 1, 2018; prohibit holding oneself out as a genetic counselor without a license; exempt certain types of professionals from licensure as a genetic counselor; establish conditions for the board to issue a regular or temporary genetic counselor license; set requirements for license renewal or reinstatement and license renewal dates; allow waiver from continuing education requirements under listed circumstances; enable the board to promulgate administrative regulations relating to genetic counselors; establish the Kentucky Genetic Counselors Advisory Committee, whose members are selected by the board; designate committee procedures; authorize the committee to give the board its recommendations for administrative regulations and other matters; list reasons the board may take disciplinary action against a licensee; amend KRS 311.990 to add penalties for violating the genetic counselor licensing statutes; amend KRS 311.550 to exclude the practice of genetic counseling from the practice of medicine or osteopathy.","Health and Medical Services - Genetic counselors, licensing and regulation of Licensing - Genetic counselors, licensing and regulation of Occupations and Professions - Genetic counselors, licensing and regulation of Physicians and Practitioners - Genetic counselors, licensing and regulation of Boards and Commissions - State Board of Medical Licensure, licensing and regulation of genetic counselors by",0,2017 General Assembly,"signed by Governor (Acts, ch. 107)",1,1,1
sb147,AN ACT relating to advanced practice doctoral programs at comprehensive universities.,"Amend KRS 164.295 to remove the maximum number of advanced practice doctoral programs that may be offered by the six comprehensive universities; require the Council on Postsecondary Education to review advanced practice doctorates consistent with its review schedule for all other academic programs; prohibit a comprehensive university from offering a terminal degree in veterinary medicine, chiropractic, or optometry or a primary degree in architecture.","Education, Higher - Comprehensive universities, advanced practice doctoral programs, approval of  State Agencies - Council on Postsecondary Education, advanced practice doctoral programs, approval of Universities and Colleges - Comprehensive universities, advanced practice doctoral programs, approval of",0,2017 General Assembly,"signed by Governor (Acts, ch. 51)",1,1,1
sb148,AN ACT relating to distribution of sexually explicit images without the consent of the person depicted.,"Amend KRS 531.010 to define ""private erotic matter""; create a new section of KRS Chapter 531 to prohibit the distribution of sexually explicit images without consent, and make such distribution a Class A misdemeanor unless it is done for profit, in which case it is a Class D felony.","Crimes and Punishments - Sexually explicit images, distribution of without consent Obscenity and Pornography - Sexually explicit images, distribution of without consent Corrections Impact - Sexually explicit images, distribution of without consent Local Mandate - Sexulaay explicit images, distribution of without consent",0,2017 General Assembly,to Judiciary (S),0,0,0
sb149,AN ACT establishing the Government Nonprofit Contracting Advisory Commission.,"Create a new section of KRS Chapter 11 to establish the Government Nonprofit Contracting Advisory Commission; attach to the Commission on Small Business Advocacy for administrative purposes; designate as members the secretaries of the cabinets for Finance and Administration, Health and Family Services, Transportation, and Education and Workforce Development, the executive director of the Kentucky Nonprofit Network, and eight members nominated by the Kentucky Nonprofit Network and appointed by the Governor; specify that members shall serve without compensation; establish the duties of the commission to include but not be limited to reviewing and offering reports on administrative regulations, the effect of federal and state laws on nonprofit agencies, and best practices adopted by other states relating to contracting with nonprofit agencies; require an annual report.","Federal Laws and Regulations - Government Nonprofit Contracting Advisory Commission, review of federal regulations Administrative Regulations and Proceedings - Government Nonprofit Contracting Advisory Commission, review of regulations affecting nonprofits Committees - Government Nonprofit Contracting Advisory Commission, creation of Reports Mandated - Government Nonprofit Contracting Advisory Commission, annual report",0,2017 General Assembly,to State & Local Government (S),0,0,0
sb150,AN ACT relating to long-term care facilities.,Amend KRS 216.555 to establish language related to the contents of advertising and specify that the contents of advertising publications related to long-term care facilities does not include nongovernmental publications.,"Health and Medical Services - Long-term care facilities, contents of related advertising Advertising - Long-term care facilities, contents of related advertising Aged Persons and Aging - Long-term care facilities, contents of related advertising",0,2017 General Assembly,"signed by Governor (Acts, ch. 108)",1,1,1
sb151,AN ACT relating to franchises.,"Amend KRS 337.010, 338.021, 341.070, 342.690, and 344.030 to provide that neither a franchisee nor an employee of a franchisee shall be deemed to be an employee of the franchisor for purposes of KRS Chapters 337, 338, 341, 342, and 344, respectively; provide that neither a franchisor or employee of a franchisor shall be deemed to be an employee of the franchisee for purposes of KRS Chapters 337, 338, 341, 342, and 344, respectively; define ""franchisee"" and ""franchisor.”","Labor and Industry - Franchises, no employment relationship between franchisee and franchisor  Occupational Safety and Health - Franchises, no employment relationship between franchisee and franchisor  Personnel and Employment - Franchises, no employment relationship between franchisee and franchisor  Unemployment Compensation - Franchises, no employment relationship between franchisee and franchisor  Wages and Hours - Franchises,  no employment relationship between franchisee and franchisor  Workers' Compensation - Franchises, no employment relationship between franchisee and franchisor",0,2017 General Assembly,"signed by Governor (Acts, ch. 24)",1,1,1
sb152,AN ACT relating to legislative ethics.,Amend KRS 6.716 to reduce the ethics training time requirement for members of the General Assembly from three hours to thirty minutes and remove CLE eligibility; repeal KRS 7.101 requiring sexual and workplace harassment training for General Assembly members.,"General Assembly - Members, ethics training, required time, reduction of General Assembly - Sexual harassment training, elimination of Legislative Research Commission - Ethics training time, reduction of Legislative Research Commission - Sexual harassment training, elimination of Ethics - Legislative, required training time, reduction of Ethics - Legislative, sexual harassment training, elimination of Attorneys - CLE eligibility, removal from legislative current issues seminars",0,2017 General Assembly,to State & Local Government (S),0,0,0
sb153,"AN ACT relating to postsecondary funding, making an appropriation therefor, and declaring an emergency.","Create a new section of KRS Chapter 164 establishing a comprehensive funding model for the allocation of state appropriations to public postsecondary institutions based on student success, course completion, and other components; establish the public university sector formula and the KCTCS sector formula in the model and require 100% of allocable resources to be distributed through the formulas; establish the funding parameters for each formula; direct the Council on Postsecondary Education to implement the funding model; include hold-harmless and stop-loss provisions in the formulas through 2021; require the Council on Postsecondary Education to establish a working group to review the model every three years; direct the Office of the State Budget Director to distribute the funds as determined by the model, including the performance funds appropriated in the 2016 budget bill; establish the Postsecondary Education Performance Fund for distribution of the funds allocated through the model; APPROPRIATION; EMERGENCY.","Education, Finance - Public postsecondary comprehensive funding model, creation of Education, Higher - Public postsecondary comprehensive funding model, creation of Effective Dates, Emergency - Public postsecondary comprehensive funding model, creation of State Agencies - Council on Postsecondary Education, implementation of comprehensive funding model State Agencies - Office of State Budget Director, distribution of postsecondary performance funds Universities and Colleges - Public postsecondary comprehensive funding model, creation of Administrative Regulations and Proceedings - Council on Postsecondary Education, comprehensive funding model Appropriations - Postsecondary Education Performance Fund, establishment of Budget and Financial Administration - Postsecondary performance funds, direct distribution of Fiscal Note - PUblic postsecondary comprehensive funding model, creation of",0,2017 General Assembly,"signed by Governor (Acts, ch. 52)",1,1,1
sb154,AN ACT relating to continuing education.,"Amend KRS 316.130 to remove the 6-hour, in-person continuing education requirement for funeral directors and embalmers.","Embalmers and Funeral Directors - License renewal, continuing education requirements for Licensing - Funeral directors and embalmers, continuing education requirements for Occupations and Professions - Funeral directors and embalmers, continuing education requirements for",0,2017 General Assembly,"to Licensing, Occupations, & Administrative Regulations (S)",0,0,0
sb155,AN ACT relating to public protection.,Amend KRS 227.250 to add gender-neutral language.,"Technical Corrections - Insurers, duty to report, gender-neutral language, addition of Public Safety - Insurers, duty to report, gender-neutral language, addition of",0,2017 General Assembly,"to Veterans, Military Affairs, & Public Protection (S)",0,0,0
sb156,AN ACT relating to airports.,"Amend KRS 183.090 to require the Department of Aviation to inspect and license only those airports that fall under the definition of a general aviation airport; amend KRS 183.011 to define ""general aviation airport.""","Safety - General aviation airports, inspection and licensure State Agencies - Transportation Cabinet, Department of Aviation licensing, of general aviation airports Public Safety - General aviation airports, inspection and licensure Aeronautics and Aviation - General aviation airports, definition Aeronautics and Aviation - General aviation airports, inspection and licensure",0,2017 General Assembly,returned to Transportation (H),0,1,0
sb157,AN ACT relating to water districts.,Amend KRS 74.025 to authorize the Public Service Commission to remove all governing persons of a water district for specified causes; authorize the Public Service Commission and the Division of Water to manage the water district or have the commission redraw the geographical area of the water district.,"Special Districts - Water districts, removal of governing persons Water Supply - Water districts, removal of governing persons Counties - Water districts, removal of governing persons Special Purpose Governmental Entities - Water districts, removal of governing persons",0,2017 General Assembly,returned to Natural Resources & Energy (S),0,0,0
sb158,AN ACT relating to the prescriptive authority of advanced practice registered nurses.,Amend KRS 314.011 to remove limitations on the prescriptive authority of advanced practice registered nurses promulgated in administrative regulations; eliminate the Kentucky Board of Nursing's Controlled Substances Formulary Development Committee; amend 314.042 to require an advanced practice registered nurse to obtain registration through the United States Drug Enforcement Agency before prescribing Schedule II through V controlled substances; eliminate the Collaborative Agreement for the Advanced Practice Registered Nurse's Prescriptive Authority for Controlled Substances; eliminate requirements for those collaborative agreements and advanced practice registered nurses who hold them.,"Drugs and Medicines - Prescriptive authority, advanced practice registered nurses  Nurses - Advanced practice registered nurses, prescriptive authority of Occupations and Professions - Advanced practice registered nurses, prescriptive authority of Physicians and Practitioners - Advanced practice registered nurses, prescriptive authority of",0,2017 General Assembly,"to Licensing, Occupations, & Administrative Regulations (S)",0,0,0
sb159,AN ACT relating to civics education in public schools.,"Create a new section of KRS Chapter 158 to require all public high school students to pass a civics test in order to receive a regular diploma; direct the Kentucky Department of Education to prepare or approve the test with 100 questions drawn from the test administered by the United States Citizenship and Immigration Services to persons seeking to become naturalized citizens, and to disseminate the test to all public school districts; allow students the opportunity to retake the test as often as needed in order to pass; set the passing score at 60% of the total questions answered correctly; make these requirements subject to the accomodations for special needs students with individualized education programs as defined in KRS 158.281 or Section 504 Plans as defined in KRS 156.027.","Education, Elementary and Secondary - High school students, civics test, graduation requirement Children and Minors - High school students, civics test, graduation requirement",0,2017 General Assembly,"signed by Governor (Acts, ch. 109)",1,1,1
sb160,AN ACT relating to veterans.,Amend KRS 40.050 to add gender-neutral language.,"Veterans - Gender-neutral language, addition of",0,2017 General Assembly,"to Veterans, Military Affairs, & Public Protection (S)",0,0,0
sb161,AN ACT relating to school employees.,Amend KRS 160.380 to allow the superintendent to determine whether a national background check is required for each classified initial hire as a condition of employment.,"Education, Elementary and Secondary - Classified initial hires, necessity for national background check, discretion of superintendent Personnel and Employment - Classified initial hires, necessity for national background check, discretion of superintendent",0,2017 General Assembly,"posted for passage in the Regular Orders of the Day for Wednesday, March 8, 2017",0,1,0
sb162,AN ACT relating to reorganization.,"Amend KRS 18A.025 to add the Division of Technology Services, Division of Human Resources, and Division of Financial Services to the Office of Administrative Services in the Office of the Secretary; rename the Office of Diversity and Equality the Office of Diversity, Equality, and Training; rename the Center for Strategic Innovation the Office of Public Affairs; abolish the Division of Technology Services in the Department of Human Resources Administration; amend KRS 12.020 to conform; confirm Executive Order 2016-555.","Reorganization - Personnel Cabinet, Executive Order 2016-555 State Agencies - Personnel Cabinet, reorganization, Executive Order 2016-555",0,2017 General Assembly,to State & Local Government (S),0,0,0
sb163,AN ACT relating to reorganization.,Amend KRS 11.068 to remove responsibility of state government organization analysis from the Office of the State Budget Director; amend KRS 18A.030 to require the secretary of the Personnel Cabinet to be responsible for state government organization analysis; confirm Executive Order 2016-734.,"State Agencies - Personnel Cabinet, organizational analysis, responsibility for State Agencies - State Budget Director, Office of, organizational analysis, responsibility for, removal of Reorganization - Personnel Cabinet, organizational analysis, responsibility for",0,2017 General Assembly,"signed by Governor (Acts, ch. 53)",1,1,1
sb164,AN ACT relating to minor users of tanning beds.,"Amend KRS 217.920 to define ""phototherapy device""; amend KRS 217.922 to prohibit an individual under the age of 18 from using a tanning device at a tanning facility, but provide an exemption for medical use of phototherapy devices; amend KRS 217.924 to remove reference to consent forms.","Health and Medical Services - Tanning devices, use by individuals under the age of 18, prohibition of Public Health - Tanning devices, use by individuals under the age of 18, prohibition of Trade Practices and Retailing - Tanning devices, use by individuals under the age of 18, prohibition of Children and Minors - Tanning devices, use by individuals under the age of 18, prohibition of",0,2017 General Assembly,"to Licensing, Occupations, & Administrative Regulations (S)",0,0,0
sb165,AN ACT relating to the reorganization of the Kentucky Horse Racing Commission.,"Repeal, reenact, and amend KRS 230.225 to reestablish the Kentucky Horse Racing Commission; make designated cabinet secretaries or their designees voting members of the commission; change the term of office for commissioners from three to four years; stagger terms for initial appointees; delete per diem amounts for commissioners; confirm Executive Orders 2016-229 and 2016-494.","Governor - Kentucky Horse Racing Commission, Gubernatorial appointments Racing - Kentucky Horse Racing Commission, reorganization of State Agencies - Kentucky Horse Racing Commission, reorganization of Boards and Commissions - Kentucky Horse Racing Commission, reorganization of",0,2017 General Assembly,"signed by Governor (Acts, ch. 54)",1,1,1
sb166,AN ACT proposing an amendment to Section 32 of the Constitution of Kentucky relating to terms of members of the General Assembly.,"Propose to amend Section 32 of the Constitution of Kentucky to prevent Senators from serving more than three full terms of office and Representatives from serving more than four full terms of office, beginning with those elected in 2018.","Elections and Voting - General Assembly, terms of members, limit General Assembly - Terms of members, limit State Agencies - State Board of Elections, General Assembly, terms of office, limit Constitution, Ky. - General Assembly, terms of members, limit",0,2017 General Assembly,to State & Local Government (S),0,0,0
sb167,AN ACT relating to the Public Service Commission.,"Amend KRS 278.050 to increase membership of the Public Service Commission (PSC) from three to seven commissioners; require an election of the commissioners in accordance with KRS Chapter 118; provide that initial election of PSC commissioners will be the regular election in November 2019; provide that each member of the commission shall be eligible for membership in the Kentucky Employees Retirement System as set forth in KRS 61.510 to 61.705; amend KRS 278.060 to change qualifications of the commissioners; amend KRS 278.120, 278.702, and 11A.010 to conform; repeal KRS 278.070, relating to removal of commissioners.","Elections and Voting - Public Service Commission, election of commissioners Energy - Public Service Commission, election of commissioners Public Utilities - Public Service Commission, election of commissioners State Agencies - Public Service Commission, election of commissioners Ethics - Public Service Commission, subject to Executive Branch Code of Ethics  Effective Dates, Delayed - Public Service Commission, election of commissioners",0,2017 General Assembly,to Natural Resources & Energy (S),0,0,0
sb184,AN ACT relating to motor carriers.,"Create a new section of KRS Chapter 281 to establish the Motor Carrier Commisison; set forth membership and duties of the commisison; require the Transportation Cabinet to promulgate administrative regulations establishing a civil penalties administration for safety and tax violations; repeal KRS 281.900 and 281.905, relating to the Kentucky Motor Carrier Advisory Committee.","Motor Carriers - Motor Carrier Commission, creation of Traffic Safety - Motor Carrier Commission, creation of Transportation - Motor Carrier Commission, creation of Boards and Commissions - Motor Carrier Commission, creation of Administrative Regulations and Proceedings - Transportation Cabinet, Motor Carrier Commission",0,2017 General Assembly,to Transportation (S),0,0,0
sb168,AN ACT relating to deferred deposit transactions.,"Amend KRS 286.9-010 to define ""annual percentage rate,"" ""consideration,"" and ""interest""; amend KRS 286.9-100 to delete the service fee of $15 per $100 and establish a maximum annual percentage rate of 36% for deferred deposit transactions; provide that making a deferred deposit transaction in violation of the maximum interest provisions is an unfair, false, misleading, and deceptive practice in violation of the Consumer Protection Act and subject to its rights and remedies; prohibit a licensee from engaging in deceptive practices to evade the requirements of Subtitle 9 of KRS Chapter 286; amend KRS 286.9-102 to require a licensee to conspicuously display interest charges for services; create a new section of Subtitle 9 of KRS Chapter 286 to provide that knowing violation of the maximum allowable interest rate provisions shall be deemed a forfeiture of the entire interest for the transaction and the person who paid the interest, or his or her legal representative, may recover twice the amount paid in any action against the lender if commenced within two years of the deferred deposit transaction.","Loans and Credit - Deferred deposit transactions, maximum annual percentage rate Banks and Financial Institutions - Deferred deposit transactions, annual percentage rate and service fees Consumer Affairs - Deferred deposit transactions, maximum annual percentage rate",0,2017 General Assembly,to Banking & Insurance (S),0,0,0
sb169,AN ACT relating to penalties for deferred deposit transaction violations.,Amend KRS 286.9-991 to increase civil penalties under Subtitle 9 of KRS Chapter 286.,"Loans and Credit - Civil Penalties, Violation of Subtitle 9 of KRS Chapter 286, increase of Banks and Financial Institutions - Civil Penalties, Violation of Subtitle 9 of KRS Chapter 286, increase of",0,2017 General Assembly,to Banking & Insurance (S),0,0,0
sb170,AN ACT relating to reorganization.,"Amend KRS 12.020 to create, within the Tourism, Arts and Heritage Cabinet, the Office of Film and Tourism Development; abolish the Office of Sports Authority and the Office of Research and Administration; abolish the Commission on Small Business Advocacy within the cabinet; confirm Executive Order 2016-856.","Reorganization - Tourism, Arts and Heritage Cabinet, Executive Order 2016-856 Tourism - Reorganization, Tourism, Arts and Heritage Cabinet, Executive Order 2016-856",0,2017 General Assembly,"signed by Governor (Acts, ch. 110)",1,1,1
sb171,AN ACT relating to executive branch ethics.,"Amend KRS 11A.010 to redefine ""public servant""; amend KRS 11A.040 to prohibit a former officer from acting as a lobbyist or a lobbyist's principal for a period of two years after leaving office or termination of employment.","Public Ethics - Executive branch, former officers, prohibition against serving as lobbyist for two years Public Officers and Employees - Ethics, prohibition on serving as lobbyist for two years after leaving office or termination State Employees - Ethics, prohibition on officer serving as lobbyist for two years after leaving office  Ethics - Executive branch, former officers, prohibition against serving as lobbyist for two years",0,2017 General Assembly,to State & Local Government (S),0,0,0
sb172,AN ACT relating to discrimination in the workplace based on pregnancy.,"Amend KRS 344.030 to include within the definition of ""reasonable accommodations,"" accommodations made for pregnancy, childbirth, and related medical conditions; define ""related medical conditions;"" amend KRS 344.040 to make it unlawful for employers to fail to accommodate an employee affected by pregnancy, childbirth, or related medical condition; require employers to provide notice to all employees regarding discrimination for pregnancy, childbirth, and related  medical conditions.","Labor and Industry - Employers, pregnancy and related conditions, discrimination prohibited Occupations and Professions - Pregnancy and related conditions, prohibited discrimination, required accommodations Personnel and Employment - Pregnancy and related conditions, prohibited discrimination, required accommodations Women - Employment, pregnancy and related conditions, prohibited discrimination, required accommodations Short Titles and Popular Names - Kentucky Pregnant Workers' Fairness Act Local Mandate - Employment, pregnancy and related conditions, prohibited discrimination, required accommodations",0,2017 General Assembly,to Judiciary (S),0,0,0
sb173,AN ACT relating to Department of Juvenile Justice facilities and making an appropriation therefor.,"Provide authorization for the proceeds of the sale of state-owned real property and improvements in Owensboro, Kentucky operated by the Department of Juvenile Justice to be used to service debt relating to the Department of Juvenile Justice's Guaranteed Energy Savings Performance Contract loans.","Energy - Savings Performance Contracts, debt service on, sale proceeds of Juvenile Justice property used for Public Buildings and Grounds - Juvenile Justice state property, sale of, proceeds from, use of State Agencies - Juvenile Justice, Department of, guaranteed energy savings projects loans of, payments on Appropriations -  Juvenile Justice state property, sale of, proceeds from, use of Fiscal Note - Juvenile Justice, Department of, guaranteed energy savings projects loans of, payments on Fiscal Note - Juvenile Justice, Department of, guaranteed energy savings projects loans of, payemnts on",0,2017 General Assembly,"signed by Governor (Acts, ch. 130)",1,1,1
sb174,AN ACT relating to health care cost transparency.,"Create a new section of Subtitle 17A of KRS  Chapter 304 to define ""allowed amounts,"" ""service,"" ""program,"" and ""shoppable health care service""; require providers to disclose allowed amounts of the service provided within 2 business days; require insurers to establish an interactive mechanism with payment information made by the insurer to providers and to provide a good-faith estimate of cost to the insured; require an insurer to develop an incentive program that shares cost savings with the insured based on the insured's choice; require the insurer to report information under the program to the Department of Insurance; require the Department of Insurance to report information to the Interim Joint Committee on Banking and Insurance; EFFECTIVE January 1, 2018.","Effective Dates, Delayed - Shoppable health service program, January 1, 2018 Insurance, Health - Health benefit plans, shoppable health service program, requirement of Insurance, Health - Insurer, Web site, requirements for Insurance, Health - Insurers, information submitted to the Department of Insurance, annual requirement for Physicians and Practitioners - Patient estimate, requirement of",0,2017 General Assembly,to Banking & Insurance (S),0,0,0
sb175,NA,NA,NA,0,2017 General Assembly,NA,0,0,NA
sb220,AN ACT relating to juvenile justice.,Create new sections of KRS Chapter 610 to create a minimum age of criminal responsibility of 12 years of age; amend KRS 610.030 and 605.035 to conform.,"Courts - Minimum age of criminal responsibility, create at age 12 Courts, District - Minimum age of criminal responsibility, create at age 12 Criminal Procedure - Minimum age of criminal responsibility, create at age 12 Children and Minors - Minimum age of criminal responsibility, create at age 12",0,2017 General Assembly,to Judiciary (S),0,0,0
